68.22,61.09
69.90,68.34
70.86,72.49
69.10,70.42
70.94,67.42
63.77,70.84
68.49,68.05
66.19,68.85
70.32,68.09
69.60,71.15
72.90,70.18
79.96,66.20
68.86,64.96
71.31,65.94
61.90,64.36
70.22,71.03
65.33,66.16
69.58,65.81
71.59,68.01
70.96,65.82
74.61,68.00
73.88,66.68
71.77,65.96
67.15,65.89
69.86,67.34
74.62,64.55
66.73,73.10
71.83,62.36
71.49,68.71
63.57,66.89
69.95,70.19
72.86,68.29
73.10,67.56
67.43,65.20
71.63,62.13
72.03,64.68
68.92,69.52
73.65,62.18
67.58,68.15
68.21,70.58
63.74,69.09
71.28,68.15
73.31,64.31
73.33,65.89
72.18,67.03
