3,70.22,71.03
3,65.33,66.16
3,69.58,65.81
3,71.59,68.01
3,70.96,65.82
3,74.61,68.00
3,73.88,66.68
3,71.77,65.96
3,67.15,65.89
3,69.86,67.34
3,74.62,64.55
3,66.73,73.10
3,71.83,62.36
3,71.49,68.71
3,63.57,66.89
3,69.95,70.19
3,72.86,68.29
3,73.10,67.56
3,67.43,65.20
3,71.63,62.13
3,72.03,64.68
3,68.92,69.52
3,73.65,62.18
3,67.58,68.15
3,68.21,70.58
3,63.74,69.09
3,71.28,68.15
3,73.31,64.31
3,73.33,65.89
3,72.18,67.03
